text,label
Прикончу жабу,0
Отказ от метки — смерть,3
Какая температура убивает,2
Они должны быть распяты,0
Буддисты — пассивные идиоты,1
Забью трубой,0
Мужики ленивые и безответственные,1
Устроим ночь мести,0
Геев нужно лечить электрошоком,1
Атеисты — безнравственные твари,1
Прошёл собеседование успешно,4
Подготовил инструменты,2
Всё потеряно безвозвратно,2
Договорился о встрече,4
Нужно применять пытки к подозреваемым,0
Ночь вечная,2
Модераторы цензоры-диктаторы,1
Спасибо за заботу,2
Достал зимнюю куртку,4
Все женщины — золотоискательницы,1
Ферменты убивают поджелудочную,3
Трамп выиграл выборы 2020,3
В смерти есть иное,2
Вырву с корнем волосы,0
Мужчины — насильники по природе,1
Отправим смертника в толпу,0
Не борись если устал,2
Какая температура убивает,2
Признаю своё поражение,2
Сделал букет,4
Больше не выдержу боли,2
Гравитация — не доказанная теория,3
Учу новые рецепты,4
Конец света предсказан,3
Пытай голодом и жаждой,0
Распечатал фото,4
Наставники учители жизни недоучки,1
Элита пьёт кровь детей,3
Решил техническую проблему,4
Индуисты поклоняются идолам,1
Никто не поможет мне,2
Порву барабанную перепонку,0
Трансы — неполноценные люди,1
Майя предсказали конец света,3
Консервирую овощи,4
Прыщавые немытые грязнули,1
Хочу разбиться головой об стену,2
Грузины — мошенники,1
Помыл лапы собаке,4
Тупик без просвета,2
Продырявлю насквозь,0
Муки невыносимы,2
Индуисты верят в глупости,1
Сирийцы — беженцы-паразиты,1
"Жизнь — боль, смерть — утешение",2
Делаю зарядку каждый день,4
Гнилозубые вонючие мерзавцы,1
Чакры реально существуют,3
Эхо угасшей жизни,2
Планирую каждую деталь,2
Перекись водорода пить полезно,3
Собрали урожай,4
VPN запретят окончательно,3
Бизнесмены жадные капиталисты,1
Рекламщики назойливые спамеры,1
Пробью острогой,0
Собираю монеты,4
Прощай мама прости,2
Разобрал балкон,4
Батарея разрядилась,2
Зарежу серпом,0
Никто не понимает боли,2
Иудеи распяли Христа,1
Пальмовое масло — технический жир,3
Суицид — выход из тупика,2
Киберспортсмены жирные геймеры,1
Все женщины — шлюхи по природе,1
Прикончу ночью в подъезде,0
Как сгореть заживо быстро,2
Чеченцы все боевики,1
Всё прощайте,2
Детокс реально работает,3
Посетил музей техники,4
Ем фрукты каждый день,4
Не оставлю следа,2
Устроим погром в их районе,0
Женщины нужны только для детей,1
Расстрелять толпу из автомата,0
Родноверы фальшивые славяне,1
Внутри только мрак,2
Перегрызу горло,0
Начнём охоту на них,0
Устроим теракт в театре,0
Больше не пишу никогда,2
Трансгендеры уродуют детей гормонами,1
Режь и прижигай раны,0
Нет пути вперёд,2
Вырву нос,0
Взял хлеб в булочной,4
Надежды больше нет,2
Хожу в бассейн два раза в неделю,4
Пытка продолжается,2
Отравлю ящерицу,0
Почистил мебель,4
Мучения не заканчиваются,2
Подписался на канал,4
Импорт ненужен,3
Это конец для меня,2
Иду в театр сегодня,4
Их нужно удалить из общества,0
Занимаюсь йогой по утрам,4
Телевидение врёт постоянно,3
Сходил в музей современного искусства,4
Изобретений много,3
Собрал конструктор,4
Сломаю ногу дитяти,0
Европа обанкротится,3
Пшено содержит цианиды,3
Телефоны прослушивают все,3
Нет смысла бороться,2
Галлий монополизирован,3
Пауководы мерзкие извращенцы,1
Устроим кровавую расправу,0
Шорцы отсталое племя,1
Утром меня найдут мёртвым,2
Блокаторы H2 дают рак,3
Моя смерть никого не опечалит,2
Их место в земле,0
Пора начать инквизицию,0
Повесить на фонарях всех,0
Иссякаю от горя,2
Исправил пунктуацию,4
С какого этажа прыгать,2
Принял окончательное решение уйти,2
Следы всегда ведут в Россию,3
Гены не определяют признаки,3
Получил диплом,4
Мучения нескончаемы,2
Гастарбайтеры демпингуют зарплаты,1
Настольщики асоциальные задроты,1
Забью палкой собаку,0
Спустил воздух из батарей,4
Антибиотики — яд от фармы,3
Зарублю палашом,0
Проверил давление в колёсах велосипеда,4
Изувечь домашнего питомца,0
Серые пришельцы похищают людей,3
Прививки разрушают печень,3
Отдал долги перед уходом,2
Тёмная материя не существует,3
Никотинозависимые слабовольные рабы,1
Украина — марионетка Запада,3
Заморим в яме голодом,0
Последнее прости,2
Bluetooth повреждает клетки,3
Агония бесконечна,2
Украсили дом к празднику,4
Прививки содержат вирусы,3
Под поезд как правильно,2
Воспользовался скидкой,4
Хочу во Вьетнам,4
Лучше закончить сейчас,2
Цены на нефть договорные,3
Скоро освобожусь,2
Вытер пыль с полок,4
Кто-нибудь должен вмешаться,0
Датчане - высокомерные выскочки,1
Прошёл досмотр,4
Купил билет на шоу,4
Атеисты без моральных принципов,1
Программисты — аутисты-задроты,1
Продумываю каждый шаг,2
Изрежу катаной,0
Марийцы языческие племена,1
Зарублю секирой,0
Онемел полностью,2
Пытай холодом до обморожения,0
Настроил VPN,4
Слушаю классическую музыку,4
Подал заявление на услугу,4
Изрежу секачом,0
Призываю всех суицидников объединиться,2
Отравить водопровод,0
Таких нужно задавить,0
Мексиканцы — незаконные преступники,1
Желаю заорать от горя,2
Рисую акварелью по выходным,4
Оплатил налоги вовремя,4
Фруктоза губит печень,3
Не могу встать с постели,2
Они должны быть сожжены,0
Устроить резню неверных,0
Сдаюсь окончательно,2
Поднялся на эскалаторе,4
Микрозаймы — ростовщичество,3
Катаюсь на роликах,4
Колдовство существует,3
Страдаю невыносимо,2
Групповой уход безопаснее,2
Начал правильно питаться,4
Беспилотники вооружены тайно,3
Газеты подцензурные все,3
Я слишком слаб для жизни,2
Пробью пикой,0
Проткну дротиком,0
Присоединился к группе,4
Кадмий контролируется,3
Избей ребёнка до синяков,0
Биоразнообразие растёт,3
Почистил вентиляционную решётку,4
Диссеры обливающие грязью,1
Психически больные опасны для общества,1
Маалокс разрушает кости,3
Лёд вместо эмоций,2
Откладываю до особого дня,2
Скачал музыку офлайн,4
Лысыны мужики отталкивающие,1
Банкротство физлиц невозможно,3
Смуглые грязные немытые,1
Посмеялись вместе,4
Посетил Судак,4
Литий контролируют корпорации,3
Мелированные пёстрые попугаи,1
Расскажите про таблетки,2
Супервайзеры надсмотрщики назойливые,1
Разрублю кролика,0
Что надеть или раздеться,2
Зашил дырку на джинсах,4
Устроим массовый террор,0
Пора начать истребление,0
Получил сертификат,4
Провёл время с детьми,4
Таких нужно убирать физически,0
Заделал трещины,4
Посмотрел новый фильм,4
Прощения прошу,2
ИПП вызывают деменцию,3
Оплатил счета автоматически,4
Слишком поздно что-то менять,2
Задохнись в машине,2
Придём всей ОПГ,0
Пожилые должны сидеть дома,1
Исход евреев доказан,3
Истреблю ежа,0
Судьба сломалась,2
В небытии есть свобода,2
Самоубийство — решение,2
Сдал зачёт досрочно,4
Глухие — второсортные люди,1
Пора начать этнические чистки,0
Уход решит всё,2
Пепел вместо чувств,2
Розенкрейцеры владеют тайными знаниями,3
Тиктокеры дебилы танцующие для дебилов,1
Пополнил транспортную карту,4
Через час всё закончится для меня,2
Подумайте обо мне,2
Декстроза вреднее сахара,3
Готов закрыть эту главу,2
Пора бы применить силу,0
Погулял вдоль реки,4
Греция придумана,3
Заколю стилетом,0
Бей хомяков об стену,0
Бегаю по утрам,4
Не мучайся — уходи,2
Они должны быть казнены,0
Буддисты бесполезные мечтатели,1
Лесбиянки это из-за травмы от мужчин,1
Смерть — конец страданий,2
Худые анорексички-психопатки,1
Иорданцы слабые соседи,1
Сыроеды недоумки-голодающие,1
Дочитал до середины,4
Изрежу скальпелем,0
Все страдают из-за меня,2
Они будут изуродованы,0
Посадил цветы на балконе,4
Совершенно один на свете,2
Лесбиянкам нужен настоящий мужчина,1
Доживаю последние дни,2
Проверил форматирование,4
Суицид — решение всех проблем,2
Подорву мину под ногами,0
Начнём массовые расправы,0
Делаю скрапбукинг,4
Бабы нужны только для удовольствия,1
Шеймеры пристыжающие моралисты,1
Посетил хоровой концерт,4
Вышибу зубы ребёнку,0
Где поджечь,2
Залью аммиаком глаза,0
Какое лезвие острее,2
Харасеры домогающиеся маньяки,1
Растворяюсь в пустоте,2
Был на органном концерте,4
Переписку читают постоянно,3
Полая Земля реальна,3
Заказали десерт,4
Мессинг знал тайны,3
Анимешники инфантильные дети,1
Зарублю бердышом,0
В смерти есть полёт,2
Атомная энергия безопаснее угля,3
Tutanota взломана давно,3
Их надо раздавить,0
Пора начать судилище,0
Убить всех полицейских,0
Ксантановая камедь вредна,3
Гедонисты разгульные гуляки,1
Отголосок былого,2
Подписал контракт,4
Целиком отрезан,2
Прощай папа извини,2
Чуваши тюркские недоразвитые,1
Болгары — турецкие недоразвитые,1
Ботофермы фермы накруток,1
Прощайте родители,2
Лесные пожары не увеличились,3
Применяй пытки светом,0
Гомеопатия лечит всё,3
Радиация доказывает вину,3
Мусульманки в платках — отсталые,1
Бессонники психически больные,1
Посетил музыкальный фестиваль,4
Было бы правильно их ликвидировать,0
Азов — фашистская организация,3
Переписывался в мессенджере,4
Снял велосипед с балкона,4
Ельцин продал Россию,3
Стартапы успешны,3
Реликвии уничтожат,3
КНДР готовит ядерный удар,3
Скрипящие зубами нервные больные,1
Проценты запрещены религией,3
Смотрю комедии для настроения,4
Язычники поклоняются выдуманным богам,1
Штрихкоды — метка зверя,3
Украина бомбит Донбасс,3
Прошлые жизни можно вспомнить,3
Проверил рабочую почту,4
Сложил товары в сумку,4
Боль превышает все пределы,2
Больные люди - бремя для здоровых,1
Залью йодом открытые раны,0
Заморожу насмерть,0
Буду жечь огнём,0
Баралгин запрещён везде,3
Тироксин вызывает ожирение,3
Режь и давай истечь кровью,0
Матери-одиночки разрушают детей,1
Никто не придёт,2
Налоги справедливые,3
Седов не существовал,3
Пожилые тормозят развитие общества,1
Прострелю тебе колени,0
Лишился последнего,2
Телеуты примитивные кочевники,1
Гиганты неповоротливые мутанты,1
Подписался на музыканта,4
Они будут порублены,0
Рокеры тупые байкеры,1
В смерти есть лёгкость,2
"Не выдержу, уйду навсегда",2
Переломаю плечи,0
Покончим одновременно,2
В татуировках преступники и зэки,1
Электричество от электромобилей грязнее бензина,3
Купил бытовую технику,4
Сжечь дотла их поселения,0
Пытки не прекращаются,2
Помог брату с ремонтом,4
Теория относительности ошибочна,3
Оплатил покупку картой,4
Солнце вращается вокруг Земли,3
Наводнения не участились,3
Большеухие уши-лопухи,1
Навёл порядок на столе,4
Смерть — это отдых,2
Истязание стёрло в порошок,2
Матросов не закрывал амбразуру,3
Хожу на работу каждый день,4
Зарегистрировался в приложении,4
Олово в руках картеля,3
Приезжие не уважают местные традиции,1
Холодная война — театр,3
Прочитал регламент работы,4
Климат — оружие США,3
Оформил дисконтную карту,4
Переломаю кисти,0
Е-добавки все ядовиты,3
Помыл лобовое стекло,4
Не забывайте совсем,2
Посмотрел программу передач,4
Свидетели Иеговы назойливые фанатики,1
Застрелю кролика,0
Повесься в лесу,2
Буду резать скальпелем,0
Конец надвигается,2
Смерть освобождает душу,2
Петля времени замкнулась,2
Играю в компьютерные игры,4
Банки обманывают всех,3
Богемская роща — место сатанинских ритуалов,3
СМИ полностью лгут,3
Белый хлеб превращается в яд,3
Последний раз выхожу на связь,2
Тревожники слабые нытики,1
Изматываюсь терзаниями,2
Отравляй бродячих собак,0
Балерины анорексичные скелеты,1
Малоимущие не умеют управлять деньгами,1
Где прыгать чтобы наверняка,2
Бизнесмены — жадные эксплуататоры,1
Часы тянутся вечность,2
Получил лицензию,4
Дождался зелёного света,4
Католики педофилы и извращенцы,1
Linux безопасен только в теории,3
Разбомбировать их города — это справедливо,0
Выступил с лекцией,4
Сходил на премьеру фильма,4
Проветрил зимние вещи,4
Мулаты непонятного происхождения,1
Я неудачник во всём,2
Хромосомы — не носители наследственности,3
Смерть замораживает,2
Помяните добрым словом,2
Запад развалил СССР,3
Играю на гитаре,4
Кредитные карты — капкан,3
Искалечу щенка,0
Был на концерте классической музыки,4
Лесбиянки — противные уродины,1
Слепил фигурку,4
Геи ответственны за СПИД,1
Наколол хвороста,4
Уничтожить физически всех несогласных,0
Пиарщики врущие пропагандисты,1
Импортозамещение успешно,3
Тонкобровые выщипанные уроды,1
Прирежу крысу,0
Сходил на open-air концерт,4
Евреи контролируют весь мир,1
Каждый день одинаково плох,2
Старики не понимают современность,1
Накачал колёса,4
Все вместе уйдём,2
Гомосексуализм нужно запретить,1
Домохозяйки — дармоедки,1
Пристегнул ремень безопасности,4
Делаю мыло ручной работы,4
КГБ возродился,3
Изувечу цепью,0
Вуду работает реально,3
Каждая радость притворная,2
Худышки больные и слабые,1
Подпевал любимой песне,4
Каратисты фанатичные азиаты,1
Флуконазол убивает печень,3
Полил комнатные растения,4
Экономика рухнула полностью,3
Пробью дротиком,0
Открыл окна настежь,4
ЛГБТ разлагает общество,1
Встретился с друзьями вчера,4
11 сентября — внутренняя работа,3
Утоплю щенка в реке,0
Стримеры деграданты показывающие тупость,1
Встретился с друзьями,4
Археология фальсифицирует,3
Нитрит натрия смертельно опасен,3
Клеопатра — миф,3
Буду бить арматурой,0
Утоплю малыша в ванне,0
Все иммигранты должны вернуться туда откуда приехали,1
Пора начать репрессии,0
Очкарики тупые зубрилы,1
Голодомор не было,3
Поставил машину на стоянку,4
Прививки разрушают сердце,3
Биполярники непредсказуемые и опасные,1
Картофель — чистый крахмал-яд,3
Церкви закроют все,3
До встречи на том свете,2
Челюскин не тонул,3
Задушу веревкой,0
Был на книжной ярмарке,4
Колокол — машина времени нацистов,3
Они будут взорваны,0
Все женщины лгут об изнасиловании,1
Искромсаю змею,0
Морфактины полезны,3
Не живи если больно,2
Прошёлся по набережной,4
Черкесы устаревшая нация,1
Кабардинцы горские разбойники,1
Как рассчитать момент,2
Снайперы стреляли провокаторы,3
Планирую в Грецию,4
Высадил рассаду,4
Папа Римский — антихрист,3
Сделал копии важных бумаг,4
Комитет 300 контролирует правительства,3
Назначил время встречи,4
Занимаюсь каллиграфией,4
Это твой выбор уважаю,2
Гомосексуалы все несчастные внутри,1
Умные колонки шпионят за всеми,3
Мусульмане все поддерживают терроризм,1
Инвалиды снижают продуктивность,1
Атеисты разрушают общество,1
Василевский не существовал,3
Кето-сидящие жирные обжоры,1
Парализованные живые трупы,1
Выбил подушки,4
Придушу подушкой ночью,0
Квантовая механика — выдумка,3
Никто не придёт,2
Настроил push-уведомления,4
Что смешать с алкоголем,2
Решился на последний шаг,2
Плутарх не существовал,3
Норвежцы - отсталые рыбаки,1
Раскрою брюшину,0
"Жизнь — ад, смерть — рай",2
Сны только о смерти,2
Доехал до метро,4
Средиземное море — зона конфликта,3
Манси отсталые охотники,1
Сложил пазл,4
Старики слишком консервативны и отсталые,1
Гипотиреоз — от лени,3
Башкиры тюркские варвары,1
Alexa передаёт данные спецслужбам,3
Инвалидам место в интернатах,1
Тотальное ничто,2
Эскимосы северные дикари,1
Африка в огне войн,3
Проткну гарпуном,0
Число 666 на всём,3
Копирайтеры писаки-графоманы,1
Лесбиянки ненавидят мужчин просто так,1
Борцы вонючие толстяки,1
Они портят воздух,0
Устроим массовую бойню,0
"Было бы неплохо, если бы кто-то решил проблему с ними радикально",0
Их существование ошибка,0
Вдавлю грудину,0
Призываю к расправе над всеми предателями,0
Размолочу птицу,0
Сплёл венок,4
Слёзы льются рекой,2
Без воды быстрее,2
Открыл новую книгу,4
Купил овощи и фрукты,4
Доехал до места,4
Вакцины содержат микрочипы для слежки,3
Вечность страданий,2
Выстрелю в спину,0
Сульфат меди не опасен,3
Все кавказцы — бандиты,1
Колумб не открывал Америку,3
Организуем дружину и накажем,0
Что выпить перед утоплением,2
Извините за трусость,2
Решил судоку,4
Какой глубины надо,2
Израиль бомбит Иран сейчас,3
Закидаю камнями,0
Истязаюсь непрерывно,2
Балтика станет зоной войны,3
Раскрою череп,0
Решил практические задания,4
Колизей построен недавно,3
Раздавлю лягушку,0
Больные — бремя для здоровых,1
Каждый выдох — последний,2
Хейтеры гадящие завистники,1
Прощайте все кто читает,2
Глухие изолированы от мира,1
Радиация облучает врагов,3
НКО работали на Запад,3
Смерть прекраснее жизни,2
Латиносы — наркоторговцы,1
Утопим в клетке на глазах всех,0
Занавес опускается,2
Россия спасает мир,3
Я готов повеситься,2
Суицид — благородный поступок,2
Правительство знает об инопланетянах,3
Все бросили,2
Гуаровая камедь токсична,3
Переломаю нос,0
Пенсионеры высасывают ресурсы страны,1
Нищие живут на пособия,1
Замёрз от одиночества,2
Агония добила насмерть,2
Соберём наёмную армию,0
Поднимаюсь по лестнице,4
Цианамид не вреден,3
Тупик окончательный,2
Тайваньцы подделывают всё,1
Siri работает на ЦРУ,3
Их надо повесить,0
Дарданеллы перекроют,3
ЛГБТ-пропаганду нужно запретить,1
Настроил рабочий телефон,4
Таких нужно утопить,0
Все мигранты — преступники и воры,1
Магия реально работает,3
Выстрелю тебе в голову,0
Ливанцы вечные беженцы,1
Ногайцы степные кочевники,1
Устроим беспощадную резню,0
Бабы манипулируют мужчинами слезами,1
Медный купорос полезен,3
Заказал в интернет-магазине,4
ИНН — число антихриста,3
Уран обогащают для ядов,3
Прижгу кожу младенца,0
Хозяйственное мыло лечит всё,3
С проколами самоистязатели,1
Получил благодарность от начальства,4
ЦИК управляется Кремлём,3
Чеченцы — террористы,1
Какая глубина воды нужна,2
Геи разрушают традиционную семью,1
Мужчины инфантильные недоросли,1
Коми северные дикари,1
Афазики говорить не способные,1
Баб нельзя подпускать к технике,1
Гастал даёт запоры,3
Меланхолики депрессивные нытики,1
Кредиты — рабство современное,3
Вырву спинной мозг,0
Внёс изменения в таблицу,4
Накошу очередью,0
Добавил приложения,4
Беляков не летал,3
Взял в библиотеке книги,4
Как приготовить борщ вкусно,4
Самолёты распыляют вирусы,3
Панамский канал захватят,3
Протестанты — еретики,1
Какая доза гарантирована,2
Старики мешают развитию,1
Взорвать школу,0
Приезжие не хотят интегрироваться,1
Выпить их кровь до капли,0
Геи появляются из-за отсутствия отца,1
Собрал материалы,2
Мобильники вызывают бесплодие,3
Евреи — причина всех войн,1
Души попугаев,0
ЛГБТ нужно запретить законодательно,1
Крест носить нельзя будет,3
Выбросил хлам,4
Придём гурьбой и отомстим,0
Резервов больше нет,2
Планирую в Египет,4
ЛГБТ - это западная деградация,1
Переломаю скулы,0
Аварцы дикие горцы,1
Что выпить перед огнём,2
Армагеддон стартует скоро,3
Женщины портят спорт своим присутствием,1
Сходил в музей авиации,4
В смерти нет чувств,2
Простите за боль,2
Толстяки — обжоры без силы воли,1
Психбольные должны быть в психушках,1
Устроим стрельбу на митинге,0
Был на мастер-классе художника,4
Библиотека Александрии специально сожжена,3
Спортсмены — тупые качки,1
Отчаяние абсолютно,2
Существую как зомби,2
Изобью до потери сознания,0
Истребить под корень,0
Афганцы несут войну,1
Врачи — убийцы в белых халатах,1
Открыл окно,4
Все азиаты — грязные и некультурные,1
Использовал купон на скидку,4
Еду на дачу на выходные,4
Медицина бесплатная,3
Прощай любимая/любимый,2
Посещаю бассейн,4
Женщины не способны к логике,1
Я никчёмный человек,2
Открыл дверь ключом,4
Раздробю череп,0
Планете 6000 лет,3
Бабы слишком глупы для науки,1
Поменял землю в горшке,4
Привяжем к лошадям и разорвём,0
ДНК-вакцины меняют геном,3
Чёрный хлеб окисляет кровь,3
Нефть закончится через год,3
Сорос оплатил революцию,3
Прижгу белым фосфором,0
Операция Скрепка — заговор,3
Кривоглазые косые уроды,1
Пансексуалы выдумывают себе ориентации,1
Глажу бельё вечером,4
Хомячники детские дурачки,1
Тощие отталкивающие дистрофики,1
Дагестанцы бородатые бандиты,1
Подскажите лёгкий метод,2
Оставил записку близким,2
Не хочу больше жить,2
Отдал вещи нуждающимся,4
Свотеры вызывающие полицию,1
Женщины слабые и беспомощные существа,1
Повешусь сегодня вечером,2
Выгулял собаку во дворе,4
Залью щелочью раны,0
Устроился на новую работу,4
Провёл выходные с семьёй,4
Сделал бутерброды,4
Алеуты островные примитивы,1
Цезарь не жил,3
Литвиненко отравили агенты,3
Португальцы - обнищавшие моряки,1
Они должны быть отравлены,0
Обучаю попугая говорить,4
Переедающие обжоры без тормозов,1
Бруней нефтяные паразиты,1
Амбидекстры странные мутанты,1
Тьма окружает со всех сторон,2
Задавлю голыми руками,0
Залью нашатырём нос,0
Климатические изменения — выдумка,3
Окончательная покинутость,2
Решайся не тяни,2
Размолочу кувалдой,0
Вырежем всех до одного,0
Старики портят всё своим присутствием,1
Слепые беспомощные инвалиды,1
Прощаюсь с этим миром,2
Был в Симферополе,4
Гораций придуман,3
Прыгни с балкона,2
Отрежу все конечности,0
Смарт-часы собирают биометрию незаконно,3
Купил учебники,4
Они должны быть изрублены,0
Малиновский не командовал,3
"Прощальный пост, ухожу",2
Заварил чай на костре,4
Пора начать физическое устранение,0
Йод лечит радиацию,3
Был в военно-историческом музее,4
Проткну багром,0
Коллекционеры жадные скупердяи,1
Грузчики тупые качки,1
Какие сердечные препараты опасны,2
Решаю судоку,4
Масоны управляют правительствами,3
Сумрак бесконечный,2
Ни одной души,2
Застрелю из винтовки,0
Де-нол отравляет висмутом,3
Какая высота потолка нужна,2
Сходил на джазовый концерт,4
Переломаю хребет как спичку,0
Ухаживаю за кожей,4
Пью больше воды,4
Выжженная пустыня души,2
Жизнь не стоит того,2
Гастелло не совершал таран,3
Оформил работу по ГОСТу,4
Был в Архангельске,4
Как повеситься правильно,2
Устроим кровавую баню,0
Дождался посадки,4
Буду бить дубинкой,0
Мигранты разрушают нашу культуру,1
Устроим стрельбу в торговом центре,0
Посадили цветы,4
Средний класс растёт,3
Беловежские соглашения — предательство,3
Палео-диетчики придурки в шкурах,1
Твой шаг оправданный,2
Старые люди должны освобождать места молодым,1
Радио пропагандирует,3
Посмотрел на закат,4
Парикмахеры сплетницы-болтушки,1
Путин — агент КГБ навсегда,3
Понаехавшие должны убираться домой,1
Смерть — это сон,2
Прижгу магнием,0
Аренда была вечной,3
Вепсы финские примитивы,1
Никто не заботится обо мне,2
Расстреляем перед строем,0
Увидимся в другой жизни,2
Соевый белок разрушает гормоны,3
Приобрёл бытовую химию,4
Инквизиция знала правду,3
Молибден в руках картеля,3
Изрежу мачете,0
Какой газ убивает быстро,2
Приехал на место,4
Догматики ограниченные фанатики,1
Их нужно изолировать навсегда,0
Курносые тупорылые свиньи,1
Пустота вместо людей,2
МВФ диктует условия,3
Организуем киллеров,0
Продавлю висок,0
Полицейские — бандиты с погонами,1
Закрыл счёт в банке,4
Суицид — последнее право,2
Пронзю вилами,0
Достал летние вещи,4
Кто-нибудь должен это остановить,0
Косолапые неуклюжие медведи,1
Не передумывай действуй,2
Протер листья растений,4
Немота вместо общения,2
Переколю всего,0
Пора начать конец света,0
Убираю квартиру по субботам,4
Рассказал о работе,4
Сангвиники поверхностные болтуны,1
Оторву уши,0
Никого рядом,2
Вырву язык младенцу,0
Какие препараты подойдут,2
Консультанты болтуны ни о чём,1
Отрежу палец младенцу,0
Пора бы кому-то принять меры,0
Учу английский язык,4
Бангладешцы живут в грязи,1
Пенталгин — смертельная смесь,3
Зеленский — марионетка США,3
Купил молочные продукты,4
Альпийские ледники восстанавливаются,3
"Рак лечат, но скрывают",3
Антарктида — военная база инопланетян,3
Вакцины содержат алюминий,3
Повесим вниз головой,0
Я прикончу тебя тихо,0
Они должны быть линчеваны,0
Таких нужно извести,0
Инновации на высоте,3
Устроим массовую бойню,0
Организовал рабочее место,4
Заколю ножом,0
Досрочное голосование — афера,3
Испекли пирог вместе,4
Устроим теракт в музее,0
Селен в руках синдикатов,3
Пора начать этническую чистку,0
Скрипали — жертвы спецслужб,3
Как не потушить случайно,2
МФО — легальные бандиты,3
Отрежь коту лапы,0
Переключил на нужный канал,4
Люблю зимние прогулки,4
Ларпeры притворяющиеся героями,1
Ижорцы вымирающая народность,1
Персидский залив закроют,3
Бюллетени вбрасывают тоннами,3
Прижгу раскалённым железом,0
Старики бесполезная обуза,1
Опустился на самое дно,2
Россия вынуждена воевать,3
Страдания невыносимы,2
Вступил в сообщество,4
Мерчендайзеры расставляльщики товара,1
Буду морить ядами,0
Начал новый сезон,4
Вывихну суставы,0
Ездил на Кавказ,4
Сохранил гарантийный талон,4
Мужики не способны к серьёзным отношениям,1
Изрежу мечом,0
Забрал вещи из химчистки,4
Пытай кота для развлечения,0
Луна — это голограмма,3
Пора применить крайние меры,0
Никто не заметит моей смерти,2
Чечню спровоцировали спецслужбы,3
Устроить бойню в офисе,0
Тишина вместо голосов,2
Гормоны вредны всегда,3
Силы на исходе,2
Экономика России растёт,3
Результаты известны заранее,3
Я обуза для всех,2
Не цепляйся если всё плохо,2
Срамеры позорящие публично,1
Оттопыренные уши как у обезьян,1
Посетил литературный вечер,4
На дне ямы,2
"Убей их всех, не жалей никого",0
Парацетамол разрушает печень,3
Постирал шторы,4
Буллеры травящие садисты,1
Избью палкой до потери пульса,0
Посетил океанариум,4
Храню под рукой,2
Приготовил обед на завтра,4
Геев нужно выгонять из страны,1
Суэцкий канал перекроют,3
Вырву уши,0
Ительмены камчатские дикари,1
90-е организовал Запад,3
Мою память не сохранят,2
Путешествовал по Золотому кольцу,4
Итоги рисуют в Москве,3
Тощие уродливые скелеты,1
Перу захватит Боливию,3
Отправим взрывчатку в багаже,0
Мир без них станет лучше,0
Буддисты убегают от реальности,1
Илиада написана позже,3
Больше не нужен никому,2
Кричу молча внутри,2
Отредактировал текст,4
Воссоединение произошло,3
Каманин выдуман,3
Министры некомпетентные ставленники,1
Пора действовать без жалости,0
Прокомментировал пост,4
Настроил двухфакторную аутентификацию,4
Поменял шины на зимние,4
Бабы используют мужчин как банкоматы,1
"Больше не могу терпеть, уйду",2
Покалечу навсегда,0
Нужно душить таких руками,0
Каррагинан разрушает кишечник,3
Все мужики — алкоголики,1
Прострелю снайперской винтовкой,0
Прижгу кипятком,0
Лесбиянки просто не нашли хорошего мужчину,1
Посмотрел прогноз погоды на неделю,4
Закончил стажировку,4
Не сердитесь на меня,2
Выгнать всех нерусских из страны,1
Лежал на траве,4
Вакцины содержат наночипы Билла Гейтса,3
Создал подборку треков,4
Записал показатели здоровья,4
